house number	Street Name	zip	boro	registration id	last registration date	registration end date	bbl	bin	hpd building id	hpd buildings	corporation names	business addrs	owner names	all contacts	total violations	open violations	total complaints	recent complaints	recent complaints by type	units/res	year built	council	lat	lng	evictions	rsunits2007	rsunitslatest	rsunitslatestyear	rsdiff	yearstartedj51	yearstarted421a	lastsaleacrisid	lastsaledate	lastsaleamount	evictionfilings
170	East 17th St	11226	Brooklyn	306152	2024-07-02	2025-09-01	3051200008	3117569	246793	1	170 EAST 17 LLC; US REALTY CORP	170 EAST 17TH STREET 11226; 1360 EAST 14TH STREET 101 11230	MANUSHAQE BEQIRI (SiteManager), MARVIN BASCH (Agent), MARVIN BASCH (Officer), MANUSHAQE BEQIR (HeadOfficer)	MARVIN BASCH (Agent), 1360 EAST 14TH STREET 101 BROOKLYN, NY 11230; MANUSHAQE BEQIR (HeadOfficer), 1360 EAST 14TH STREET 101 BROOKLYN, NY 11230; MARVIN BASCH (Officer), 1360 EAST 14TH STREET 101 BROOKLYN, NY 11230; MANUSHAQE BEQIRI (SiteManager); 170 EAST 17 LLC (Corporation), 170 EAST 17TH STREET BROOKLYN, NY 11226; US REALTY CORP (Corporation), 1360 EAST 14TH STREET 101 BROOKLYN, NY 11230	191	27	146	28	MOLD (5), WATER LEAK (5), HEAT/HOT WATER (4), SAFETY (3), DOOR/WINDOW (3), PESTS (2), PAINT/PLASTER (2), APPLIANCE (1), CABINET (1), FLOORING/STAIRS (1), ELECTRIC (1)	30	1917	40	40.6466075	-73.9638815		28	29	2023	1			2012122702017003	2012-12-26	3150000	29
363	East 21ST St.	11226	Brooklyn	313612	2024-08-16	2025-09-01	3051250081	3117668	249535	1	ESSEX PACKAGE REALTY LLC; US REALTY CORP	1360 EAST 14TH STREET 101 11230	JONATHAN SAMET (HeadOfficer), JONATHAN SAMET (Agent)	JONATHAN SAMET (Agent), 1360 EAST 14TH STREET 101 BROOKLYN, NY 11230; JONATHAN SAMET (HeadOfficer), 1360 EAST 14TH STREET 101 BROOKLYN, NY 11230; ESSEX PACKAGE REALTY LLC (Corporation), 1360 EAST 14TH STREET 101 BROOKLYN, NY 11230; US REALTY CORP (Corporation), 1360 EAST 14TH STREET 101 BROOKLYN, NY 11230	231	39	477	21	PAINT/PLASTER (7), SAFETY (4), FLOORING/STAIRS (3), PESTS (2), DOOR/WINDOW (2), GARBAGE/RECYCLING STORAGE (2), ELECTRIC (1)	8	1911	40	40.6455216	-73.9587579		0	8	2023	8			2011052600693001	2011-05-24	495000	
584	Rugby Rd	11230	Brooklyn	306961	2024-07-02	2025-09-01	3051990030	3120137	244768	1	US REALTY CORP; RUGBY ROAD REALTY LLC	1360 EAST 14TH STREET 11230; 170 EAST 17TH STREET 11226; 584 RUGBY ROAD 11230	MARVIN BASCH (Agent), SELAMI MATOSHI (SiteManager), SELAMI MATOSHI (Officer), MARVIN BASCH (HeadOfficer)	MARVIN BASCH (Agent), 1360 EAST 14TH STREET BROOKLYN, NY 11230; MARVIN BASCH (HeadOfficer), 1360 EAST 14TH STREET BROOKLYN, NY 11230; SELAMI MATOSHI (Officer), 170 EAST 17TH STREET BROOKLYN, NY 11226; SELAMI MATOSHI (SiteManager); RUGBY ROAD REALTY LLC (Corporation), 584 RUGBY ROAD BROOKYN, NY 11230; US REALTY CORP (Corporation), 1360 EAST 14TH STREET BROOKLYN, NY 11230	476	184	230	20	PESTS (8), MOLD (5), WATER LEAK (2), HEAT/HOT WATER (2), PAINT/PLASTER (2), DOOR/WINDOW (1)	20	1931	40	40.63528	-73.9644749	1	23	23	2023	0			2014092301029001	2014-09-18	3100000	13
1021	Ocean Ave.	11226	Brooklyn	305557	2024-07-02	2025-09-01	3052200079	3120598	809049	1	1021 PROPERTIES LLC; US REALTY CORP	1021 OCEAN AVENUE 11226; 1360 EAST 14TH STREET 101 11230	MARVIN BASCH (Agent), MUSAT ALIQKAJ (SiteManager), MARVIN BASCH (Officer), MURAT ALIQKAJ (HeadOfficer)	MARVIN BASCH (Agent), 1360 EAST 14TH STREET 101 BROOKLYN, NY 11230; MURAT ALIQKAJ (HeadOfficer), 1360 EAST 14TH STREET 101 BROOKLYN, NY 11230; MARVIN BASCH (Officer), 1360 EAST 14TH STREET 101 BROOKLYN, NY 11230; MUSAT ALIQKAJ (SiteManager); 1021 PROPERTIES LLC (Corporation), 1021 OCEAN AVENUE BROOKLYN, NY 11226; US REALTY CORP (Corporation), 1360 EAST 14TH STREET 101 BROOKLYN, NY 11230	198	88	168	7	HEAT/HOT WATER (6), ELECTRIC (1)	16	1931	45	40.6373721	-73.958226	1			2023				2013012100725001	2013-01-14	2000000	19
1427	Flatbush Ave.	11210	Brooklyn	326610	2025-02-13	2025-09-01	3052500011	3327334	808287	2	Goldmont Realty Corp; Brooklyn Q & H LLC	1360 EAST 14TH STREET 101 11230; 1360 EAST 14TH STREET 11230	jonathan samet (Agent), jonathan samet (HeadOfficer)	jonathan samet (Agent), 1360 EAST 14TH STREET 101 BROOKLYN, NY 11230; jonathan samet (HeadOfficer), 1360 EAST 14TH STREET BROOKLYN, NY 11230; Brooklyn Q & H LLC (Corporation), 1360 EAST 14TH STREET 101 BROOKLYN, NY 11230; Goldmont Realty Corp (Corporation), 1360 EAST 14TH STREET 101 BROOKLYN, NY 11230	201	45	98	25	HEAT/HOT WATER (7), PAINT/PLASTER (5), PLUMBING (4), MOLD (3), WATER LEAK (2), BELL/BUZZER/INTERCOM (2), DOOR/WINDOW (1), ELECTRIC (1)	14	1931	45	40.63595	-73.9504769	4	14	14	2023	0			2006030800077001	2006-03-01	1700000	9
553	East SECOND STREET	11218	Brooklyn	313073	2024-07-17	2025-09-01	3053860081	3126673	236401	1	ESTIE REALTY CO LP; US REALTY CORP	1360 EAST 14TH STREET 11230; 1360 EAST 14TH STREET 101 11230	JONATHAN SAMET (Agent), MESBAH UDDIN (SiteManager), MESBAH UDDIN (HeadOfficer), JONATHAN SAMET (Officer)	JONATHAN SAMET (Agent), 1360 EAST 14TH STREET 101 BROOKLYN, NY 11230; MESBAH UDDIN (HeadOfficer), 1360 EAST 14TH STREET BROOKLYN, NY 11230; JONATHAN SAMET (Officer), 1360 EAST 14TH STREET BROOKLYN, NY 11230; MESBAH UDDIN (SiteManager); ESTIE REALTY CO LP (Corporation), 1360 EAST 14TH STREET BROOKLYN, NY 11230; US REALTY CORP (Corporation), 1360 EAST 14TH STREET 101 BROOKLYN, NY 11230	183	24	233	10	PLUMBING (4), PESTS (3), SAFETY (2), WATER LEAK (1)	16	1923	39	40.637608	-73.9769691	2	15	16	2023	1						8
669	East FIFTH STREET	11218	Brooklyn	313074	2024-07-17	2025-09-01	3053990001	3127184	239027	1	US REALTY CORP; ESTIE REALTY CO LP	1360 EAST 14TH STREET 101 11230; 1360 EAST 14TH STREET 11230	JONATHAN SAMET (Agent), JONATHAN SAMET (HeadOfficer), JASMIN SABOTIL (Officer)	JONATHAN SAMET (Agent), 1360 EAST 14TH STREET 101 BROOKLYN, NY 11230; JONATHAN SAMET (HeadOfficer), 1360 EAST 14TH STREET BROOKLYN, NY 11230; JASMIN SABOTIL (Officer), 1360 EAST 14TH STREET 101 BROOKLYN, NY 11230; ESTIE REALTY CO LP (Corporation), 1360 EAST 14TH STREET 101 BROOKLYN, NY 11230; US REALTY CORP (Corporation), 1360 EAST 14TH STREET 101 BROOKLYN, NY 11230	394	65	241	44	PESTS (17), PAINT/PLASTER (5), DOOR/WINDOW (4), MOLD (4), HEAT/HOT WATER (4), WATER LEAK (3), SAFETY (2), PLUMBING (2), FLOORING/STAIRS (2), CABINET (1)	34	1931	40	40.6357683	-73.9737667		33	34	2023	1						14
4910	NEW UTRECHT AVENUE	11219	Brooklyn	823836	2024-06-11	2025-09-01	3056400038	3137673	343056	1	LEON GOLDENBERG; GODLMONT RELATY CORP	1360 EAST 14TH STREET 11230; 1360 EAST 14TH STREET 11239	SAM BROWN (Agent), SAM BROWN (Officer), LEON GOLDENBERG (HeadOfficer)	SAM BROWN (Agent), 1360 EAST 14TH STREET BROOKLYN, NY 11230; LEON GOLDENBERG (HeadOfficer), 1360 EAST 14TH STREET BROOKLYN, NY 11230; SAM BROWN (Officer), 1360 EAST 14TH STREET BROOKLYN, NY 11239; GODLMONT RELATY CORP (Corporation), 1360 EAST 14TH STREET BROOKLYN, NY 11230; LEON GOLDENBERG (Corporation), 1360 EAST 14TH STREET BROOKLYN, NY 11230	43	4	12	0		2	1930	44	40.636397	-73.9950639				2023				2006082100168001	2006-08-15	825000	
5102	12TH AVENUE	11219	Brooklyn	813285	2024-06-25	2025-09-01	3056540037	3138320	137496	1	THREE BROTHERS PROPERTIES LLC; US REALTY	1360 EAST 14TH STREET 101 11230	SAM BROWN (HeadOfficer), LEON GOLDENBERG (Officer), SAM BROWN (Agent)	SAM BROWN (Agent), 1360 EAST 14TH STREET 101 BROOKLYN, NY 11230; SAM BROWN (HeadOfficer), 1360 EAST 14TH STREET 101 BROOKLYN, NY 11230; LEON GOLDENBERG (Officer), 1360 EAST 14TH STREET 101 BROOKLYN, NY 11230; THREE BROTHERS PROPERTIES LLC (Corporation), 1360 EAST 14TH STREET 101 BROOKLYN, NY 11230; US REALTY (Corporation), 1360 EAST 14TH STREET 101 BROOKLYN, NY 11230	0	0	2	0		2	1920	44	40.6352991	-73.9958314				2023							
5308	13TH AVENUE	11219	Brooklyn	813284	2024-06-12	2025-09-01	3056690070	3139018	138335	1	US REALTY CORP; 5308 REALTY LLC	1360 EAST 14TH STREET 11230	SAM BROWN (Agent), SAM BROWN (Officer), MORRIS SENDEROVIC (HeadOfficer)	SAM BROWN (Agent), 1360 EAST 14TH STREET BROOKLYN, NY 11230; MORRIS SENDEROVIC (HeadOfficer), 1360 EAST 14TH STREET BROOKLYN, NY 11230; SAM BROWN (Officer), 1360 EAST 14TH STREET BROOKLYN, NY 11230; 5308 REALTY LLC (Corporation), 1360 EAST 14TH STREET BROOKLYN, NY 11230; US REALTY CORP (Corporation), 1360 EAST 14TH STREET BROOKLYN, NY 11230	24	20	19	0		1	1931	44	40.6326366	-73.9948408	1			2023							
1400	OCEAN AVENUE	11230	Brooklyn	340620	2024-06-25	2025-09-01	3067120056	3179801	347213	1	US REALTY CORP; 1400 OCEAN AVE INC	1360 EAST 14TH STREET 101 11230	ALI BALIDERLIC (HeadOfficer), HYSNI HYSNI (SiteManager), MARVIN BASCH (Agent), MARVIN BASCH (Officer)	MARVIN BASCH (Agent), 1360 EAST 14TH STREET 101 BKLYN, NY 11230; ALI BALIDERLIC (HeadOfficer), 1360 EAST 14TH STREET 101 BKLYN, NY 11230; MARVIN BASCH (Officer), 1360 EAST 14TH STREET 101 BKLYN, NY 11230; HYSNI HYSNI (SiteManager); 1400 OCEAN AVE INC (Corporation), 1360 EAST 14TH STREET 101 BKLYN, NY 11230; US REALTY CORP (Corporation), 1360 EAST 14TH STREET 101 BKLYN, NY 11230	221	98	337	52	HEAT/HOT WATER (31), PESTS (13), WATER LEAK (3), DOOR/WINDOW (2), FLOORING/STAIRS (1), PAINT/PLASTER (1), SAFETY (1)	48	1925	44	40.6278721	-73.9572233		49	43	2023	-6						12
1095	East 15TH STREET	11230	Brooklyn	347152	2024-06-11	2025-09-01	3067170051	3180023	244953	1	GRAND SPRING REALTY LLC; U S REALTY CORP	1360 EAST 14TH STREET 101 11230	MARVIN BASCH (Officer), ISUF DJUNBALAJ (HeadOfficer), ISUF DJUNBALAJ (SiteManager), MARVIN BASCH (Agent)	MARVIN BASCH (Agent), 1360 EAST 14TH STREET 101 BROOKLYN, NY 11230; ISUF DJUNBALAJ (HeadOfficer), 1360 EAST 14TH STREET 101 BROOKLYN, NY 11230; MARVIN BASCH (Officer), 1360 EAST 14TH STREET 101 BROOKLYN, NY 11230; ISUF DJUNBALAJ (SiteManager); GRAND SPRING REALTY LLC (Corporation), 1360 EAST 14TH STREET 101 BROOKLYN, NY 11230; U S REALTY CORP (Corporation), 1360 EAST 14TH STREET 101 BROOKLYN, NY 11230	144	68	178	82	PAINT/PLASTER (18), HEAT/HOT WATER (10), PLUMBING (8), DOOR/WINDOW (8), ELECTRIC (6), MOLD (5), GARBAGE/RECYCLING STORAGE (4), CABINET (4), WATER LEAK (4), FLOORING/STAIRS (3), BELL/BUZZER/INTERCOM (3), SAFETY (3), SIGNAGE MISSING (2), PESTS (2), APPLIANCE (2)	36	1930	44	40.6230425	-73.9607458		36	34	2023	-2			2013010901683001	2012-12-20	662500	8
1111	East 15TH STREET	11230	Brooklyn	347151	2024-06-25	2025-09-01	3067260001	3180419	189600	1	US REALTYCORP; GRAND SPRING REALTY LLC	1360 EAST 14TH STREET 101 11230	YURY GOLAND (HeadOfficer), MARVIN BASCH (Agent), ISUF DJUNBALAJ (SiteManager), MARVIN BASCH (Officer)	MARVIN BASCH (Agent), 1360 EAST 14TH STREET 101 BROOKLYN, NY 11230; YURY GOLAND (HeadOfficer), 1360 EAST 14TH STREET 101 BROOKLYN, NY 11230; MARVIN BASCH (Officer), 1360 EAST 14TH STREET 101 BROOKLYN, NY 11230; ISUF DJUNBALAJ (SiteManager); GRAND SPRING REALTY LLC (Corporation), 1360 EAST 14TH STREET 101 BROOKLYN, NY 11230; US REALTYCORP (Corporation), 1360 EAST 14TH STREET 101 BROOKLYN, NY 11230	85	52	123	29	HEAT/HOT WATER (26), PAINT/PLASTER (1), WATER LEAK (1), DOOR/WINDOW (1)	36	1930	44	40.6225731	-73.9606524		35	36	2023	1			2005011800703002	2005-01-13	3000000	0
1360	East 14TH STREET	11230	Brooklyn	300321	2024-07-02	2025-09-01	3067420030	3180843	244150	1	U S REALTY CORP; NOSTRAND NEWKIRK REALTY LLC	1360 EAST 14TH STREET A4 11230; 1360 EAST 14TH STREET 101 11230	MARVIN BASCH (HeadOfficer), ENVER CANOVIC (Officer), SECERA CANOVIC (SiteManager), MARVIN BASCH (Agent)	MARVIN BASCH (Agent), 1360 EAST 14TH STREET 101 BKLYN, NY 11230; MARVIN BASCH (HeadOfficer), 1360 EAST 14TH STREET A4 BKLYN, NY 11230; ENVER CANOVIC (Officer), 1360 EAST 14TH STREET 101 BKLYN, NY 11230; SECERA CANOVIC (SiteManager); NOSTRAND NEWKIRK REALTY LLC (Corporation), 1360 EAST 14TH STREET 101 BKLYN, NY 11230; U S REALTY CORP (Corporation), 1360 EAST 14TH STREET 101 BKLYN, NY 11230	100	36	263	33	DOOR/WINDOW (6), PAINT/PLASTER (5), CABINET (4), APPLIANCE (4), FLOORING/STAIRS (4), GARBAGE/RECYCLING STORAGE (4), MOLD (3), HEAT/HOT WATER (2), ELECTRIC (1)	30	1926	44	40.6164111	-73.9609694	1	28	29	2023	1						6
837	East 22ND STREET	11210	Brooklyn	338461	2024-07-17	2025-09-01	3075500019	3205755	250506	1	837-754 REALTY LLC; US REALTY CORP	837 EAST 22ND STREET 11210; 1360 EAST 14TH STREET 11230; 1360 EAST 14TH STREET 101 11230	JONATHAN SAMET (HeadOfficer), JONATHAN SAMET (Agent), HENRY SEPULVEDA (Officer), HENRY SEPULVEDA (SiteManager)	JONATHAN SAMET (Agent), 1360 EAST 14TH STREET BROOKLYN, NY 11230; JONATHAN SAMET (HeadOfficer), 1360 EAST 14TH STREET BROOKLYN, NY 11230; HENRY SEPULVEDA (Officer), 1360 EAST 14TH STREET 101 BROOKLYN, NY 11230; HENRY SEPULVEDA (SiteManager); 837-754 REALTY LLC (Corporation), 837 EAST 22ND STREET BROOKLYN, NY 11210; US REALTY CORP (Corporation), 1360 EAST 14TH STREET BROOKLYN, NY 11230	491	50	404	50	HEAT/HOT WATER (14), FLOORING/STAIRS (7), APPLIANCE (6), PAINT/PLASTER (6), ELECTRIC (3), MOLD (3), PESTS (3), DOOR/WINDOW (3), PLUMBING (2), GARBAGE/RECYCLING STORAGE (1), SAFETY (1), CABINET (1)	32	1924	45	40.6316811	-73.9552357	2	32	33	2023	1			2017111400012002	2017-11-08	14650000	39
754	East 23rd St.	11210	Brooklyn	338462	2024-07-17	2025-09-01	3075500068	3205779	251379	1	US REALTY CORP; 837-754 REALTY LLC	1360 EAST 14TH STREET 101 11230; 754 EAST 23RD STREET 11210; 754 EAST 23RD STREET BSMT 11210	JONATHAN SAMET (Agent), HENRY SEPULVEDA (SiteManager), HENRY SEPULVEDA (Officer), JONATHAN SAMET (HeadOfficer)	JONATHAN SAMET (Agent), 1360 EAST 14TH STREET 101 BROOKLYN, NY 11230; JONATHAN SAMET (HeadOfficer), 1360 EAST 14TH STREET 101 BROOKLYN, NY 11230; HENRY SEPULVEDA (Officer), 754 EAST 23RD STREET BSMT BROOKLYN, NY 11210; HENRY SEPULVEDA (SiteManager); 837-754 REALTY LLC (Corporation), 754 EAST 23RD STREET BROOKLYN, NY 11210; US REALTY CORP (Corporation), 1360 EAST 14TH STREET 101 BROOKLYN, NY 11230	551	71	595	37	HEAT/HOT WATER (19), WATER LEAK (6), PESTS (3), DOOR/WINDOW (3), PAINT/PLASTER (1), APPLIANCE (1), CABINET (1), MOLD (1), FLOORING/STAIRS (1), PLUMBING (1)	31	1924	45	40.6317194	-73.9548754	3	31	32	2023	1			2017111400012002	2017-11-08	14650000	27
20	BAUGHMAN PLACE	11234	Brooklyn	339037	2024-07-02	2025-09-01	3078680036	3219625	200050	1	US REALTY CORP; BAUGHMAN REALTY LLC	1360 EAST 14TH STREET 101 11230; 1360 EAST 14TH STREET 11230	SAM BROWN (Agent), SAM BROWN (Officer), ERMIN OMERAJIC (HeadOfficer), ERMIN OMERAJIC (SiteManager)	SAM BROWN (Agent), 1360 EAST 14TH STREET 101 BROOKLYN, NY 11230; ERMIN OMERAJIC (HeadOfficer), 1360 EAST 14TH STREET BKLYN, NY 11230; SAM BROWN (Officer), 1360 EAST 14TH STREET 101 BKLYN, NY 11230; ERMIN OMERAJIC (SiteManager); BAUGHMAN REALTY LLC (Corporation), 1360 EAST 14TH STREET 101 BKLYN, NY 11230; US REALTY CORP (Corporation), 1360 EAST 14TH STREET 101 BROOKLYN, NY 11230	32	14	107	3	PESTS (2), HEAT/HOT WATER (1)	24	1926	45	40.6200434	-73.9331804	1	24	24	2023	0						13
141	SAINT MARKS PLACE	10301	Staten Island	500253	2024-06-12	2025-09-01	5000150001	5000134	784045	1	U S REALTY CORP; 141 EQUITIES LLC	1360 EAST 14TH STREET 101 11230	MARVIN BASCH (Officer), MARVIN BASCH (Agent), BARDHYL UZUMI (HeadOfficer), BARDHYL UZUNI (SiteManager)	MARVIN BASCH (Agent), 1360 EAST 14TH STREET 101 BROOKLYN, NY 11230; BARDHYL UZUMI (HeadOfficer), 1360 EAST 14TH STREET 101 BROOKLYN, NY 11230; MARVIN BASCH (Officer), 1360 EAST 14TH STREET 101 BROOKLYN, NY 11230; BARDHYL UZUNI (SiteManager); 141 EQUITIES LLC (Corporation), 1360 EAST 14TH STREET 101 BROOKLYN, NY 11230; U S REALTY CORP (Corporation), 1360 EAST 14TH STREET 101 BROOKLYN, NY 11230	149	26	423	47	HEAT/HOT WATER (12), FLOORING/STAIRS (8), DOOR/WINDOW (5), PLUMBING (5), MOLD (3), PESTS (3), GARBAGE/RECYCLING STORAGE (3), WATER LEAK (2), ELECTRIC (2), COOKING GAS (1), PAINT/PLASTER (1), SAFETY (1), APPLIANCE (1)	42	1925	49	40.646329	-74.0815592	6	43	0	2023	-43						63
